,assignmentid,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_easy,is_view_dep
20690,20040,scene0046_00-backpack-3-52-18-50,The backpack closest to the bed and big brown cabinet.,True,373,564,scene0046_00,backpack,52,"['the', 'backpack', 'closest', 'to', 'the', 'bed', 'and', 'big', 'brown', 'cabinet']",nr3d,True,True,True,True,False,False,False
20698,28685,scene0011_00-trash_can-2-15-32,the trash can under the large painting,True,497,471,scene0011_00,trash can,15,"['the', 'trash', 'can', 'under', 'the', 'large', 'painting']",nr3d,True,True,True,False,True,True,False
20772,25927,scene0435_00-suitcase-2-60-63,"When you enter the room, walk towards the window and find the suitcase directly opposite the bed closest to the window.",True,96,517,scene0435_00,suitcase,60,"['when', 'you', 'enter', 'the', 'room', 'walk', 'towards', 'the', 'window', 'and', 'find', 'the', 'suitcase', 'directly', 'opposite', 'the', 'bed', 'closest', 'to', 'the', 'window']",nr3d,True,True,True,False,False,True,False
20815,15549,scene0222_00-chair-2-7-6,the chair at the desk with the blue trash can,True,127,564,scene0222_00,chair,7,"['the', 'chair', 'at', 'the', 'desk', 'with', 'the', 'blue', 'trash', 'can']",nr3d,True,True,True,True,False,True,False
20853,35661,scene0378_00-office_chair-2-40-41,The desk chair that is green.,True,52,335,scene0378_00,office chair,40,"['the', 'desk', 'chair', 'that', 'is', 'green']",nr3d,True,True,True,True,False,True,False
20877,13233,scene0030_00-table-5-50-47-48-49-51,The table directly under the blackboard.,True,501,459,scene0030_00,table,50,"['the', 'table', 'directly', 'under', 'the', 'blackboard']",nr3d,True,True,True,False,False,False,False
20928,37770,scene0046_00-shoes-2-48-49,The shoes closer to the bathroom,True,596,99,scene0046_00,shoes,48,"['the', 'shoes', 'closer', 'to', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
20973,21620,scene0046_00-backpack-3-18-50-52,The backpack on the chair at the computer desk,True,277,94,scene0046_00,backpack,18,"['the', 'backpack', 'on', 'the', 'chair', 'at', 'the', 'computer', 'desk']",nr3d,True,True,True,False,False,False,False
21039,34913,scene0435_00-door-3-18-13-21,door directly in front of the bathroom door.,True,94,534,scene0435_00,door,18,"['door', 'directly', 'in', 'front', 'of', 'the', 'bathroom', 'door']",nr3d,True,True,True,False,False,False,True
21045,26395,scene0046_00-door-2-26-21,the door to the bathroom,True,648,16,scene0046_00,door,26,"['the', 'door', 'to', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
21097,12556,scene0222_00-pillow-2-19-20,The pillow is on the mostly grey with blue bedding near the window,True,67,230,scene0222_00,pillow,19,"['the', 'pillow', 'is', 'on', 'the', 'mostly', 'grey', 'with', 'blue', 'bedding', 'near', 'the', 'window']",nr3d,True,True,True,True,False,True,False
21181,24315,scene0222_00-desk-2-14-13,This desk is farther away from the windows,True,572,137,scene0222_00,desk,14,"['this', 'desk', 'is', 'farther', 'away', 'from', 'the', 'windows']",nr3d,True,True,True,False,False,True,False
21334,9170,scene0435_00-towel-2-30-34,Walking through the room and past both beds to the bathroom. There you will find a toilet. On the back top lid to the toilet. Where it's guts would be inside. There is a towel sitting on the lid. That towel is your boxed object.,True,615,459,scene0435_00,towel,30,"['walking', 'through', 'the', 'room', 'and', 'past', 'both', 'beds', 'to', 'the', 'bathroom', 'there', 'you', 'will', 'find', 'a', 'toilet', 'on', 'the', 'back', 'top', 'lid', 'to', 'the', 'toilet', 'where', 'it', 'is', 'guts', 'would', 'be', 'inside', 'there', 'is', 'a', 'towel', 'sitting', 'on', 'the', 'lid', 'that', 'towel', 'is', 'your', 'boxed', 'object']",nr3d,True,True,True,False,False,True,True
21446,3348,scene0030_00-window-3-58-26-27,small window in the middle of all the windows,True,668,108,scene0030_00,window,58,"['small', 'window', 'in', 'the', 'middle', 'of', 'all', 'the', 'windows']",nr3d,True,True,True,False,True,False,False
21466,4883,scene0011_00-table-2-2-17,select the long table in the middle of the room,True,175,501,scene0011_00,table,2,"['select', 'the', 'long', 'table', 'in', 'the', 'middle', 'of', 'the', 'room']",nr3d,True,True,True,False,True,True,False
21526,23714,scene0011_00-trash_can-2-32-15,Select the trash can nearest the patio doors,True,175,534,scene0011_00,trash can,32,"['select', 'the', 'trash', 'can', 'nearest', 'the', 'patio', 'doors']",nr3d,True,True,True,False,False,True,False
21562,19375,scene0378_00-cup-2-32-31,the cup furthest away from the chalkboard.,True,327,459,scene0378_00,cup,32,"['the', 'cup', 'farthest', 'away', 'from', 'the', 'chalkboard']",nr3d,True,True,True,False,False,True,False
21597,24515,scene0435_00-bed-2-11-10,The bed farthest from the bathroom,True,127,459,scene0435_00,bed,11,"['the', 'bed', 'farthest', 'from', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
21822,31576,scene0378_00-bookshelf-2-38-37,"if facing the door, the bookshelf on your left. there is a jacket hanging next to it",True,497,137,scene0378_00,bookshelf,38,"['if', 'facing', 'the', 'door', 'the', 'bookshelf', 'on', 'your', 'left', 'there', 'is', 'a', 'jacket', 'hanging', 'next', 'to', 'it']",nr3d,True,True,True,False,False,True,True
22091,29268,scene0222_00-window-2-28-29,from the middle of the room the window on the left,True,459,459,scene0222_00,window,28,"['from', 'the', 'middle', 'of', 'the', 'room', 'the', 'window', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,True
22097,20501,scene0086_00-door-2-9-8,The door located in the corner,True,140,563,scene0086_00,door,9,"['the', 'door', 'located', 'in', 'the', 'corner']",nr3d,True,True,True,False,False,True,False
22110,27997,scene0222_00-chair-2-7-6,The chair ticked in beneath the desk.,True,375,108,scene0222_00,chair,7,"['the', 'chair', 'ticked', 'in', 'beneath', 'the', 'desk']",nr3d,True,True,True,False,False,True,False
22134,23877,scene0086_00-bathroom_stall_door-2-10-29,Choose the open door of the handicap stall,True,356,459,scene0086_00,bathroom stall door,10,"['choose', 'the', 'open', 'door', 'of', 'the', 'handicap', 'stall']",nr3d,False,True,False,False,False,True,False
22154,23968,scene0222_00-bed-2-5-0,The bed next to the windows.,True,192,29,scene0222_00,bed,5,"['the', 'bed', 'next', 'to', 'the', 'windows']",nr3d,True,True,False,False,False,True,False
22258,28896,scene0435_00-towel-2-34-30,"It is the towel closest to the door, not the towel sitting on the back of the toilet.",True,80,315,scene0435_00,towel,34,"['it', 'is', 'the', 'towel', 'closest', 'to', 'the', 'door', 'not', 'the', 'towel', 'sitting', 'on', 'the', 'back', 'of', 'the', 'toilet']",nr3d,True,True,True,False,False,True,True
22399,6322,scene0389_00-bag-2-23-22,The white bag on the left.,True,374,254,scene0389_00,bag,23,"['the', 'white', 'bag', 'on', 'the', 'left']",nr3d,True,True,True,True,False,True,True
22474,10685,scene0086_00-door-2-9-8,"facing the doors, the left one",True,648,373,scene0086_00,door,9,"['facing', 'the', 'doors', 'the', 'left', 'one']",nr3d,True,True,True,False,False,True,True
22493,35018,scene0046_00-shoes-2-48-49,"the shoes closest to the bathroom side, furthest from the window",True,702,56,scene0046_00,shoes,48,"['the', 'shoes', 'closest', 'to', 'the', 'bathroom', 'side', 'farthest', 'from', 'the', 'window']",nr3d,True,True,True,False,False,True,False
22513,4708,scene0030_00-book-3-23-24-25,The bottom shelf with books,True,140,56,scene0030_00,book,23,"['the', 'bottom', 'shelf', 'with', 'books']",nr3d,True,True,False,False,False,False,False
22521,24035,scene0011_00-cabinet-2-28-20,cabinet next to the doors.,True,94,481,scene0011_00,cabinet,28,"['cabinet', 'next', 'to', 'the', 'doors']",nr3d,True,True,False,False,False,True,False
22535,10330,scene0435_00-suitcase-2-63-60,suitcase at the end of the bed closest to the bathroom,True,401,589,scene0435_00,suitcase,63,"['suitcase', 'at', 'the', 'end', 'of', 'the', 'bed', 'closest', 'to', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
22543,2662,scene0086_00-sink-2-20-19,The sink closest to the dispensers.,True,429,308,scene0086_00,sink,20,"['the', 'sink', 'closest', 'to', 'the', 'dispensers']",nr3d,True,True,True,False,False,True,False
22547,12426,scene0222_00-trash_can-3-34-16-17,The blue trash can to the right of the small desk.,True,324,108,scene0222_00,trash can,34,"['the', 'blue', 'trash', 'can', 'to', 'the', 'right', 'of', 'the', 'small', 'desk']",nr3d,True,True,True,True,True,False,True
22624,1894,scene0046_00-shoes-2-48-49,The pair of shoes closer to the door.,True,192,9,scene0046_00,shoes,48,"['the', 'pair', 'of', 'shoes', 'closer', 'to', 'the', 'door']",nr3d,True,True,False,False,False,True,False
22629,25254,scene0222_00-bed-2-5-0,The bed under the window,True,262,715,scene0222_00,bed,5,"['the', 'bed', 'under', 'the', 'window']",nr3d,True,True,True,False,False,True,False
22631,32556,scene0086_00-paper_towel_dispenser-2-17-18,the higher up dispenser,True,98,230,scene0086_00,paper towel dispenser,17,"['the', 'higher', 'up', 'dispenser']",nr3d,True,True,True,False,False,True,False
22678,23780,scene0378_00-office_chair-2-40-41,dark green office chair,True,534,501,scene0378_00,office chair,40,"['dark', 'green', 'office', 'chair']",nr3d,True,True,False,True,False,True,False
22739,34464,scene0435_00-door-3-13-18-21,It is the door that is furthest from the beds.,True,56,564,scene0435_00,door,13,"['it', 'is', 'the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'beds']",nr3d,True,True,True,False,False,False,False
22769,6374,scene0222_00-window-2-28-29,the leftmost window here,True,648,375,scene0222_00,window,28,"['the', 'leftmost', 'window', 'here']",nr3d,True,True,True,False,False,True,True
22938,29115,scene0222_00-door-2-3-24,The door to the closet.  The door is open.,True,374,564,scene0222_00,door,3,"['the', 'door', 'to', 'the', 'closet', 'the', 'door', 'is', 'open']",nr3d,True,True,False,False,False,True,False
22967,1531,scene0086_00-paper_towel_dispenser-2-17-18,Choose the paper towel dispenser that is on top of the other dispenser.,True,183,373,scene0086_00,paper towel dispenser,17,"['choose', 'the', 'paper', 'towel', 'dispenser', 'that', 'is', 'on', 'top', 'of', 'the', 'other', 'dispenser']",nr3d,True,True,True,False,False,True,False
23038,3236,scene0046_00-shoes-2-48-49,The darker brown shoes that are closer to the bathroom.,True,646,534,scene0046_00,shoes,48,"['the', 'darker', 'brown', 'shoes', 'that', 'are', 'closer', 'to', 'the', 'bathroom']",nr3d,True,True,True,True,False,True,False
23093,7606,scene0046_00-door-2-21-26,the blue door at the beginning,True,648,29,scene0046_00,door,21,"['the', 'blue', 'door', 'at', 'the', 'beginning']",nr3d,True,True,True,True,False,True,False
23152,3411,scene0011_00-trash_can-2-32-15,Select the garage holding device that is closer to the double doors.  Not the one by the TV.,True,120,94,scene0011_00,trash can,32,"['select', 'the', 'garage', 'holding', 'device', 'that', 'is', 'closer', 'to', 'the', 'double', 'doors', 'not', 'the', 'one', 'by', 'the', 'tv']",nr3d,False,True,True,False,False,True,False
23173,1884,scene0086_00-trash_can-2-13-14,The correct trash can is on the wall and to the right of a tan paper towel dispenser.,True,284,663,scene0086_00,trash can,13,"['the', 'correct', 'trash', 'can', 'is', 'on', 'the', 'wall', 'and', 'to', 'the', 'right', 'of', 'a', 'tan', 'paper', 'towel', 'dispenser']",nr3d,True,True,True,True,False,True,True
23188,10589,scene0435_00-trash_can-2-32-58,The trash can right next to the toilet,True,702,703,scene0435_00,trash can,32,"['the', 'trash', 'can', 'right', 'next', 'to', 'the', 'toilet']",nr3d,True,True,True,False,False,True,True
23334,9529,scene0030_00-table-5-48-47-49-50-51,The table is the shorter lighter one with the pulled out chair at it,True,129,132,scene0030_00,table,48,"['the', 'table', 'is', 'the', 'shorter', 'lighter', 'one', 'with', 'the', 'pulled', 'out', 'chair', 'at', 'it']",nr3d,True,True,True,False,False,False,False
23354,33794,scene0030_00-blackboard-2-21-22,longest chalkboard in room,True,648,710,scene0030_00,blackboard,21,"['longest', 'chalkboard', 'in', 'room']",nr3d,True,True,True,False,True,True,False
23386,6409,scene0435_00-picture-2-28-57,Picture in the bathroom,True,129,179,scene0435_00,picture,28,"['picture', 'in', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
23412,2053,scene0222_00-window-2-29-28,The window that is closest to the desk.,True,506,132,scene0222_00,window,29,"['the', 'window', 'that', 'is', 'closest', 'to', 'the', 'desk']",nr3d,True,True,True,False,False,True,False
23464,35200,scene0378_00-chair-2-42-43,The chair behind the desk.,True,374,663,scene0378_00,chair,42,"['the', 'chair', 'behind', 'the', 'desk']",nr3d,True,True,True,False,False,True,True
23486,3238,scene0011_00-window-2-24-23,"The square window on the left side of the stove vent, right next to the fridge",True,717,596,scene0011_00,window,24,"['the', 'square', 'window', 'on', 'the', 'left', 'side', 'of', 'the', 'stove', 'vent', 'right', 'next', 'to', 'the', 'fridge']",nr3d,True,True,True,False,True,True,True
23563,4427,scene0011_00-trash_can-2-15-32,The trash can nearest the chair that is the least tucked under the table.,True,329,329,scene0011_00,trash can,15,"['the', 'trash', 'can', 'nearest', 'the', 'chair', 'that', 'is', 'the', 'least', 'tucked', 'under', 'the', 'table']",nr3d,True,True,True,False,False,True,False
23575,37167,scene0435_00-towel-2-34-30,The towel hanging on the wall.,True,374,275,scene0435_00,towel,34,"['the', 'towel', 'hanging', 'on', 'the', 'wall']",nr3d,True,True,True,False,False,True,False
23595,38755,scene0030_00-bookshelf-5-17-18-19-20-68,the shelf touching the left side of the white door.,True,94,56,scene0030_00,bookshelf,17,"['the', 'shelf', 'touching', 'the', 'left', 'side', 'of', 'the', 'white', 'door']",nr3d,True,True,True,True,False,False,True
23752,6473,scene0011_00-trash_can-2-32-15,"trash can in the corner, near the door",True,534,98,scene0011_00,trash can,32,"['trash', 'can', 'in', 'the', 'corner', 'near', 'the', 'door']",nr3d,True,True,True,False,False,True,False
23781,19958,scene0435_00-shoes-2-16-17,The shoes that are farthest away from the doors.,True,96,317,scene0435_00,shoes,16,"['the', 'shoes', 'that', 'are', 'farthest', 'away', 'from', 'the', 'doors']",nr3d,True,True,True,False,False,True,False
23800,13505,scene0389_00-backpack-2-27-18,"Choose the backpack that is closest to the desk, not the one near the nightstand.",True,513,315,scene0389_00,backpack,27,"['choose', 'the', 'backpack', 'that', 'is', 'closest', 'to', 'the', 'desk', 'not', 'the', 'one', 'near', 'the', 'nightstand']",nr3d,True,True,True,False,False,True,False
23871,39839,scene0011_00-table-2-17-2,choose the table that is up against the wall.,True,356,350,scene0011_00,table,17,"['choose', 'the', 'table', 'that', 'is', 'up', 'against', 'the', 'wall']",nr3d,True,True,True,False,False,True,False
23898,40742,scene0435_00-shoes-2-17-16,the black shoes in front of the door,True,98,490,scene0435_00,shoes,17,"['the', 'black', 'shoes', 'in', 'front', 'of', 'the', 'door']",nr3d,True,True,True,True,False,True,True
23956,25603,scene0046_00-backpack-3-50-18-52,the backpack closest to the door,True,98,99,scene0046_00,backpack,50,"['the', 'backpack', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,False,False
24051,17068,scene0222_00-chair-2-6-7,the chair pulled away from the desk,True,98,663,scene0222_00,chair,6,"['the', 'chair', 'pulled', 'away', 'from', 'the', 'desk']",nr3d,True,True,True,False,False,True,False
24063,19666,scene0378_00-desk-3-44-0-35,Tall grayish desk with the green chair.,True,672,29,scene0378_00,desk,44,"['tall', 'grayish', 'desk', 'with', 'the', 'green', 'chair']",nr3d,True,True,False,True,True,False,False
24066,27090,scene0378_00-chair-2-43-42,The chair that is under the blackboard.,True,646,596,scene0378_00,chair,43,"['the', 'chair', 'that', 'is', 'under', 'the', 'blackboard']",nr3d,True,True,True,False,False,True,False
24090,1761,scene0222_00-pillow-2-19-20,This pillow is on a bed that sits against a long wall that has two windows.,True,111,94,scene0222_00,pillow,19,"['this', 'pillow', 'is', 'on', 'a', 'bed', 'that', 'sits', 'against', 'a', 'long', 'wall', 'that', 'has', 'two', 'windows']",nr3d,True,True,True,False,True,True,False
24172,22263,scene0030_00-table-5-50-47-48-49-51,It is the table directly under the chalkboard.,True,373,564,scene0030_00,table,50,"['it', 'is', 'the', 'table', 'directly', 'under', 'the', 'chalkboard']",nr3d,True,True,True,False,False,False,False
24285,14889,scene0435_00-shoes-2-16-17,The shoes that are farther from the bathroom,True,596,254,scene0435_00,shoes,16,"['the', 'shoes', 'that', 'are', 'farther', 'from', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
24366,14261,scene0086_00-paper_towel_dispenser-2-18-17,It is the paper towel dispenser that is lower on the wall.,True,56,579,scene0086_00,paper towel dispenser,18,"['it', 'is', 'the', 'paper', 'towel', 'dispenser', 'that', 'is', 'lower', 'on', 'the', 'wall']",nr3d,True,True,True,False,False,True,False
24417,8548,scene0011_00-table-2-2-17,The long conference table in the middle of the room.,True,506,94,scene0011_00,table,2,"['the', 'long', 'conference', 'table', 'in', 'the', 'middle', 'of', 'the', 'room']",nr3d,True,True,True,False,True,True,False
24433,15551,scene0435_00-shoes-2-17-16,when looking at the room with both shoes facing you it is the shoe to the left on the floor,True,246,646,scene0435_00,shoes,17,"['when', 'looking', 'at', 'the', 'room', 'with', 'both', 'shoes', 'facing', 'you', 'it', 'is', 'the', 'shoe', 'to', 'the', 'left', 'on', 'the', 'floor']",nr3d,True,True,True,False,False,True,True
24461,24204,scene0046_00-backpack-3-50-18-52,backpack on the ground to the right of the green chair closest to the door leading to the bathroom,True,246,564,scene0046_00,backpack,50,"['backpack', 'on', 'the', 'ground', 'to', 'the', 'right', 'of', 'the', 'green', 'chair', 'closest', 'to', 'the', 'door', 'leading', 'to', 'the', 'bathroom']",nr3d,True,True,True,True,False,False,True
24500,17147,scene0389_00-nightstand-2-20-19,"Standing at the foot of the bed, looking at the head of the bed, it's the nightstand on the left.",True,16,275,scene0389_00,nightstand,20,"['standing', 'at', 'the', 'foot', 'of', 'the', 'bed', 'looking', 'at', 'the', 'head', 'of', 'the', 'bed', 'it', 'is', 'the', 'nightstand', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,True
24509,20215,scene0046_00-shoes-2-49-48,"The shoes on the floor, closest to the laptop and chair.",True,695,317,scene0046_00,shoes,49,"['the', 'shoes', 'on', 'the', 'floor', 'closest', 'to', 'the', 'laptop', 'and', 'chair']",nr3d,True,True,True,False,False,True,False
24510,27084,scene0030_00-book-3-24-23-25,select the middle row of books,True,175,85,scene0030_00,book,24,"['select', 'the', 'middle', 'row', 'of', 'books']",nr3d,True,True,True,False,False,False,False
24511,15390,scene0046_00-door-2-21-26,"the main, closed door. Not the bathroom door",True,459,27,scene0046_00,door,21,"['the', 'main', 'closed', 'door', 'not', 'the', 'bathroom', 'door']",nr3d,True,True,True,False,False,True,False
24690,32267,scene0030_00-table-5-49-47-48-50-51,The long table along the wall with several stacks of papers on it.,True,506,137,scene0030_00,table,49,"['the', 'long', 'table', 'along', 'the', 'wall', 'with', 'several', 'stacks', 'of', 'papers', 'on', 'it']",nr3d,True,True,True,False,True,False,False
24781,6403,scene0389_00-nightstand-2-19-20,The nightstand closest to the closet and furthest from the entry door.,True,429,29,scene0389_00,nightstand,19,"['the', 'nightstand', 'closest', 'to', 'the', 'closet', 'and', 'farthest', 'from', 'the', 'entry', 'door']",nr3d,True,True,True,False,False,True,False
24868,40108,scene0222_00-trash_can-3-34-16-17,"Once you go in through the door, go right and you'll see a desk, and then you need to look on the floor to the right of the desk and what you need is the blue trash can.",True,219,308,scene0222_00,trash can,34,"['once', 'you', 'go', 'in', 'through', 'the', 'door', 'go', 'right', 'and', 'you', 'will', 'see', 'a', 'desk', 'and', 'then', 'you', 'need', 'to', 'look', 'on', 'the', 'floor', 'to', 'the', 'right', 'of', 'the', 'desk', 'and', 'what', 'you', 'need', 'is', 'the', 'blue', 'trash', 'can']",nr3d,True,True,True,True,False,False,True
24919,8238,scene0086_00-sink-2-20-19,The sink closest to the hand dryer,True,127,70,scene0086_00,sink,20,"['the', 'sink', 'closest', 'to', 'the', 'hand', 'dryer']",nr3d,True,True,True,False,False,True,False
24935,18619,scene0222_00-window-2-28-29,The window next to the bunk bed.,True,329,353,scene0222_00,window,28,"['the', 'window', 'next', 'to', 'the', 'bunk', 'bed']",nr3d,True,True,False,False,False,True,False
25083,19907,scene0435_00-bed-2-10-11,"It is the bed closest to the door, not the bed closest to the window.",True,80,555,scene0435_00,bed,10,"['it', 'is', 'the', 'bed', 'closest', 'to', 'the', 'door', 'not', 'the', 'bed', 'closest', 'to', 'the', 'window']",nr3d,True,True,True,False,False,True,False
25091,4334,scene0030_00-office_chair-3-1-0-2,the chair pulled out from the table,True,98,648,scene0030_00,office chair,1,"['the', 'chair', 'pulled', 'out', 'from', 'the', 'table']",nr3d,False,True,True,False,False,False,False
25114,32741,scene0222_00-window-2-29-28,The window on the right that has a fan in front of the middle of it,True,434,564,scene0222_00,window,29,"['the', 'window', 'on', 'the', 'right', 'that', 'has', 'a', 'fan', 'in', 'front', 'of', 'the', 'middle', 'of', 'it']",nr3d,True,True,True,False,False,True,True
25129,27853,scene0086_00-door-2-9-8,"This door has a square metal grate on it, not a rectangular one.",True,295,564,scene0086_00,door,9,"['this', 'door', 'has', 'a', 'square', 'metal', 'grate', 'on', 'it', 'not', 'a', 'rectangular', 'one']",nr3d,True,True,True,False,True,True,False
25190,33643,scene0030_00-bookshelf-5-18-17-19-20-68,The tall bookshelf furthest from the door.,True,390,648,scene0030_00,bookshelf,18,"['the', 'tall', 'bookshelf', 'farthest', 'from', 'the', 'door']",nr3d,True,True,True,False,True,False,False
25329,23706,scene0378_00-cup-2-31-32,The blue coffee cup on the desk.,True,322,564,scene0378_00,cup,31,"['the', 'blue', 'coffee', 'cup', 'on', 'the', 'desk']",nr3d,True,True,True,True,False,True,False
25442,12588,scene0030_00-office_chair-3-2-0-1,"looking at the blackboard, its the chair on the side where there is two but the office chair on the right",True,702,710,scene0030_00,office chair,2,"['looking', 'at', 'the', 'blackboard', 'its', 'the', 'chair', 'on', 'the', 'side', 'where', 'there', 'is', 'two', 'but', 'the', 'office', 'chair', 'on', 'the', 'right']",nr3d,True,True,True,False,False,False,True
25486,18464,scene0435_00-bed-2-11-10,the bed closest to the window and without any clothes on it,True,459,564,scene0435_00,bed,11,"['the', 'bed', 'closest', 'to', 'the', 'window', 'and', 'without', 'any', 'clothes', 'on', 'it']",nr3d,True,True,True,False,False,True,False
25488,39040,scene0389_00-chair-2-3-2,Chair next to the trash can,True,129,717,scene0389_00,chair,3,"['chair', 'next', 'to', 'the', 'trash', 'can']",nr3d,True,True,False,False,False,True,False
25521,6464,scene0389_00-door-2-7-12,the door next to the curtains and heating/air system,True,208,579,scene0389_00,door,7,"['the', 'door', 'next', 'to', 'the', 'curtains', 'and', 'heating', 'air', 'system']",nr3d,True,True,True,False,False,True,False
25532,3207,scene0086_00-toilet-2-6-7,Toilet in the larger stall,True,129,29,scene0086_00,toilet,6,"['toilet', 'in', 'the', 'larger', 'stall']",nr3d,True,True,False,False,True,True,False
25556,12056,scene0435_00-door-3-21-13-18,The door that is connected to the bathroom,True,67,132,scene0435_00,door,21,"['the', 'door', 'that', 'is', 'connected', 'to', 'the', 'bathroom']",nr3d,True,True,True,False,False,False,False
25592,35185,scene0086_00-bathroom_stall_door-2-29-10,"The smaller bathroom stall door, leading to the smaller stall.",True,322,56,scene0086_00,bathroom stall door,29,"['the', 'smaller', 'bathroom', 'stall', 'door', 'leading', 'to', 'the', 'smaller', 'stall']",nr3d,True,True,True,False,True,True,False
25701,34908,scene0435_00-suitcase-2-63-60,The suitcase closest to the door.,True,501,564,scene0435_00,suitcase,63,"['the', 'suitcase', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,False
25753,28214,scene0030_00-table-5-51-47-48-49-50,Table facing the bookshelves but next to the table with the blackboard.,True,330,132,scene0030_00,table,51,"['table', 'facing', 'the', 'bookshelves', 'but', 'next', 'to', 'the', 'table', 'with', 'the', 'blackboard']",nr3d,True,True,False,False,False,False,True
25814,16901,scene0435_00-lamp-2-50-38,The talk lamp in front of the window.,True,374,564,scene0435_00,lamp,50,"['the', 'talk', 'lamp', 'in', 'front', 'of', 'the', 'window']",nr3d,True,True,True,False,False,True,True
25849,37532,scene0086_00-sink-2-20-19,This is the sink on the right of the pair of sinks.,True,295,70,scene0086_00,sink,20,"['this', 'is', 'the', 'sink', 'on', 'the', 'right', 'of', 'the', 'pair', 'of', 'sinks']",nr3d,True,True,True,False,False,True,True
25865,19881,scene0389_00-chair-2-2-3,The chair closest to the TV and furthest from the exit door.,True,695,56,scene0389_00,chair,2,"['the', 'chair', 'closest', 'to', 'the', 'tv', 'and', 'farthest', 'from', 'the', 'exit', 'door']",nr3d,True,True,True,False,False,True,False
26128,7045,scene0086_00-toilet-2-6-7,The toilet in the larger stall.,True,501,199,scene0086_00,toilet,6,"['the', 'toilet', 'in', 'the', 'larger', 'stall']",nr3d,True,True,False,False,True,True,False
26213,17493,scene0389_00-chair-2-2-3,The chair directly next to the microwave.,True,390,375,scene0389_00,chair,2,"['the', 'chair', 'directly', 'next', 'to', 'the', 'microwave']",nr3d,True,True,False,False,False,True,False
26221,20706,scene0435_00-bed-2-10-11,The bed with clothes on the bottom,True,67,321,scene0435_00,bed,10,"['the', 'bed', 'with', 'clothes', 'on', 'the', 'bottom']",nr3d,True,True,True,False,False,True,False
26224,30662,scene0389_00-backpack-2-18-27,The backpack lying between the bed and the cloth racks,True,140,56,scene0389_00,backpack,18,"['the', 'backpack', 'lying', 'between', 'the', 'bed', 'and', 'the', 'cloth', 'racks']",nr3d,True,True,True,False,False,True,False
26238,20917,scene0086_00-door-2-8-9,This door has a smaller vent.,True,659,663,scene0086_00,door,8,"['this', 'door', 'has', 'a', 'smaller', 'vent']",nr3d,True,True,False,False,True,True,False
26273,9455,scene0030_00-book-3-25-23-24,The books on the highest shelf.,True,322,589,scene0030_00,book,25,"['the', 'books', 'on', 'the', 'highest', 'shelf']",nr3d,True,True,True,False,False,False,False
26283,32906,scene0046_00-shoes-2-48-49,shoes farthest from window,True,500,180,scene0046_00,shoes,48,"['shoes', 'farthest', 'from', 'window']",nr3d,True,True,True,False,False,True,False
26324,4659,scene0011_00-cabinet-2-28-20,The cabinet next to the doors.  furtherest from the tv,True,702,183,scene0011_00,cabinet,28,"['the', 'cabinet', 'next', 'to', 'the', 'doors', 'farthest', 'from', 'the', 'tv']",nr3d,True,True,True,False,False,True,False
26376,11663,scene0435_00-door-3-18-13-21,The door that adjoins the next hotel room.,True,96,277,scene0435_00,door,18,"['the', 'door', 'that', 'adjoins', 'the', 'next', 'hotel', 'room']",nr3d,True,True,True,False,False,False,False
26632,3687,scene0030_00-bookshelf-5-68-17-18-19-20,The short bookshelf that is between two taller ones.,True,429,85,scene0030_00,bookshelf,68,"['the', 'short', 'bookshelf', 'that', 'is', 'between', 'two', 'taller', 'ones']",nr3d,True,True,True,False,True,False,False
26664,23303,scene0389_00-chair-2-3-2,chair at the table closest to the main door,True,668,610,scene0389_00,chair,3,"['chair', 'at', 'the', 'table', 'closest', 'to', 'the', 'main', 'door']",nr3d,True,True,True,False,False,True,False
26697,820,scene0030_00-book-3-24-23-25,The books on the middle shelf of the bookshelf.,True,322,401,scene0030_00,book,24,"['the', 'books', 'on', 'the', 'middle', 'shelf', 'of', 'the', 'bookshelf']",nr3d,True,True,True,False,False,False,False
26740,22067,scene0435_00-shoes-2-16-17,The shoes furthest from the front door.,True,695,585,scene0435_00,shoes,16,"['the', 'shoes', 'farthest', 'from', 'the', 'front', 'door']",nr3d,True,True,True,False,False,True,True
26793,26763,scene0222_00-desk-2-13-14,this desk is longer and located at the foot of the bed. It is located on the opposite wall from the door.,True,86,335,scene0222_00,desk,13,"['this', 'desk', 'is', 'longer', 'and', 'located', 'at', 'the', 'foot', 'of', 'the', 'bed', 'it', 'is', 'located', 'on', 'the', 'opposite', 'wall', 'from', 'the', 'door']",nr3d,True,True,True,False,True,True,False
